time,rainfall_month_MIROC5_rcp45
2006-01-31 00:00:00+00:00,0.0043082046
2006-02-28 00:00:00+00:00,0.12993164
2006-03-31 00:00:00+00:00,0.38745427
2006-04-30 00:00:00+00:00,0.117618404
2006-05-31 00:00:00+00:00,0.0076161246
2006-06-30 00:00:00+00:00,0.000742598
2006-07-31 00:00:00+00:00,0.2833308
2006-08-31 00:00:00+00:00,0.8069449
2006-09-30 00:00:00+00:00,4.7755493e-06
2006-10-31 00:00:00+00:00,0.045992013
2006-11-30 00:00:00+00:00,0.041546084
2006-12-31 00:00:00+00:00,0.0362728
2007-01-31 00:00:00+00:00,0.1636909
2007-02-28 00:00:00+00:00,0.044254243
2007-03-31 00:00:00+00:00,0.3408555
2007-04-30 00:00:00+00:00,0.023115117
2007-05-31 00:00:00+00:00,0.062331367
2007-06-30 00:00:00+00:00,0.0071619716
2007-07-31 00:00:00+00:00,0.7333574
2007-08-31 00:00:00+00:00,0.4804227
2007-09-30 00:00:00+00:00,1.2608958
2007-10-31 00:00:00+00:00,0.0017487274
2007-11-30 00:00:00+00:00,0.078017265
2007-12-31 00:00:00+00:00,3.502729
2008-01-31 00:00:00+00:00,0.7608263
2008-02-29 00:00:00+00:00,1.2037854
2008-03-31 00:00:00+00:00,0.21376964
2008-04-30 00:00:00+00:00,0.01768881
2008-05-31 00:00:00+00:00,0.014914422
2008-06-30 00:00:00+00:00,0.010829878
2008-07-31 00:00:00+00:00,0.8578456
2008-08-31 00:00:00+00:00,0.9611736
2008-09-30 00:00:00+00:00,0.050911028
2008-10-31 00:00:00+00:00,0.0794845
2008-11-30 00:00:00+00:00,0.101547785
2008-12-31 00:00:00+00:00,0.21867216
2009-01-31 00:00:00+00:00,0.15169647
2009-02-28 00:00:00+00:00,4.550207
2009-03-31 00:00:00+00:00,0.7232283
2009-04-30 00:00:00+00:00,0.9163019
2009-05-31 00:00:00+00:00,0.094300136
2009-06-30 00:00:00+00:00,0.043208916
2009-07-31 00:00:00+00:00,0.17814435
2009-08-31 00:00:00+00:00,0.075049676
2009-09-30 00:00:00+00:00,0.018407041
2009-10-31 00:00:00+00:00,0.024098158
2009-11-30 00:00:00+00:00,1.7022481
2009-12-31 00:00:00+00:00,0.26042622
2010-01-31 00:00:00+00:00,3.3567545
2010-02-28 00:00:00+00:00,0.92510086
2010-03-31 00:00:00+00:00,1.2465689
2010-04-30 00:00:00+00:00,1.0040019
2010-05-31 00:00:00+00:00,0.02184642
2010-06-30 00:00:00+00:00,0.010600912
2010-07-31 00:00:00+00:00,0.0093180975
2010-08-31 00:00:00+00:00,0.92059106
2010-09-30 00:00:00+00:00,0.00038562558
2010-10-31 00:00:00+00:00,0.38196954
2010-11-30 00:00:00+00:00,0.055752084
2010-12-31 00:00:00+00:00,0.5983023
2011-01-31 00:00:00+00:00,0.63175637
2011-02-28 00:00:00+00:00,0.9371142
2011-03-31 00:00:00+00:00,0.35333475
2011-04-30 00:00:00+00:00,0.3825021
2011-05-31 00:00:00+00:00,0.36706868
2011-06-30 00:00:00+00:00,0.06822554
2011-07-31 00:00:00+00:00,0.012383308
2011-08-31 00:00:00+00:00,1.0067456
2011-09-30 00:00:00+00:00,0.42967692
2011-10-31 00:00:00+00:00,0.16461341
2011-11-30 00:00:00+00:00,0.22128922
2011-12-31 00:00:00+00:00,0.03667671
2012-01-31 00:00:00+00:00,0.14718978
2012-02-29 00:00:00+00:00,0.52859825
2012-03-31 00:00:00+00:00,0.24200007
2012-04-30 00:00:00+00:00,0.09946561
2012-05-31 00:00:00+00:00,0.12795751
2012-06-30 00:00:00+00:00,0.0058709406
2012-07-31 00:00:00+00:00,0.113876626
2012-08-31 00:00:00+00:00,0.2019878
2012-09-30 00:00:00+00:00,0.9758834
2012-10-31 00:00:00+00:00,0.00081922265
2012-11-30 00:00:00+00:00,0.71056086
2012-12-31 00:00:00+00:00,0.048291057
2013-01-31 00:00:00+00:00,0.06065033
2013-02-28 00:00:00+00:00,0.6881572
2013-03-31 00:00:00+00:00,0.8680397
2013-04-30 00:00:00+00:00,0.014820421
2013-05-31 00:00:00+00:00,0.02773556
2013-06-30 00:00:00+00:00,0.06165985
2013-07-31 00:00:00+00:00,0.07548294
2013-08-31 00:00:00+00:00,0.14976026
2013-09-30 00:00:00+00:00,0.040310413
2013-10-31 00:00:00+00:00,0.1511547
2013-11-30 00:00:00+00:00,0.8055581
2013-12-31 00:00:00+00:00,0.24453565
2014-01-31 00:00:00+00:00,0.3944905
2014-02-28 00:00:00+00:00,0.32342273
2014-03-31 00:00:00+00:00,1.2986872
2014-04-30 00:00:00+00:00,0.15378106
2014-05-31 00:00:00+00:00,0.025297394
2014-06-30 00:00:00+00:00,0.0074553047
2014-07-31 00:00:00+00:00,0.15597963
2014-08-31 00:00:00+00:00,0.5451053
2014-09-30 00:00:00+00:00,0.049340673
2014-10-31 00:00:00+00:00,0.09381055
2014-11-30 00:00:00+00:00,0.72338647
2014-12-31 00:00:00+00:00,0.4225232
2015-01-31 00:00:00+00:00,2.3065073
2015-02-28 00:00:00+00:00,0.64590544
2015-03-31 00:00:00+00:00,1.4561769
2015-04-30 00:00:00+00:00,0.12932399
2015-05-31 00:00:00+00:00,1.6768788
2015-06-30 00:00:00+00:00,0.0011304993
2015-07-31 00:00:00+00:00,0.0
2015-08-31 00:00:00+00:00,0.021580754
2015-09-30 00:00:00+00:00,0.006560077
2015-10-31 00:00:00+00:00,0.3847423
2015-11-30 00:00:00+00:00,0.8591578
2015-12-31 00:00:00+00:00,1.2745599
2016-01-31 00:00:00+00:00,1.5006238
2016-02-29 00:00:00+00:00,0.51650774
2016-03-31 00:00:00+00:00,0.96612024
2016-04-30 00:00:00+00:00,0.48118478
2016-05-31 00:00:00+00:00,0.00014399839
2016-06-30 00:00:00+00:00,0.004042321
2016-07-31 00:00:00+00:00,0.06622204
2016-08-31 00:00:00+00:00,0.5595139
2016-09-30 00:00:00+00:00,0.06707617
2016-10-31 00:00:00+00:00,0.18937053
2016-11-30 00:00:00+00:00,0.18866317
2016-12-31 00:00:00+00:00,0.007463348
2017-01-31 00:00:00+00:00,0.0126825785
2017-02-28 00:00:00+00:00,0.24565865
2017-03-31 00:00:00+00:00,0.634345
2017-04-30 00:00:00+00:00,0.05338794
2017-05-31 00:00:00+00:00,0.018821966
2017-06-30 00:00:00+00:00,0.018530454
2017-07-31 00:00:00+00:00,0.5022033
2017-08-31 00:00:00+00:00,0.1871759
2017-09-30 00:00:00+00:00,2.280909
2017-10-31 00:00:00+00:00,0.002425489
2017-11-30 00:00:00+00:00,0.21782784
2017-12-31 00:00:00+00:00,0.13125001
2018-01-31 00:00:00+00:00,0.08570836
2018-02-28 00:00:00+00:00,0.057260703
2018-03-31 00:00:00+00:00,0.016939027
2018-04-30 00:00:00+00:00,0.44925037
2018-05-31 00:00:00+00:00,0.060318146
2018-06-30 00:00:00+00:00,0.002014455
2018-07-31 00:00:00+00:00,0.04672913
2018-08-31 00:00:00+00:00,0.19670948
2018-09-30 00:00:00+00:00,0.29709706
2018-10-31 00:00:00+00:00,0.018598825
2018-11-30 00:00:00+00:00,0.60551596
2018-12-31 00:00:00+00:00,0.0006628184
2019-01-31 00:00:00+00:00,0.045099817
2019-02-28 00:00:00+00:00,0.35958445
2019-03-31 00:00:00+00:00,0.42324278
2019-04-30 00:00:00+00:00,0.119197235
2019-05-31 00:00:00+00:00,0.12650815
2019-06-30 00:00:00+00:00,0.031833977
2019-07-31 00:00:00+00:00,0.10460301
2019-08-31 00:00:00+00:00,0.7574747
2019-09-30 00:00:00+00:00,0.062542975
2019-10-31 00:00:00+00:00,0.10977561
2019-11-30 00:00:00+00:00,0.5138771
2019-12-31 00:00:00+00:00,1.2483678
2020-01-31 00:00:00+00:00,0.6736153
2020-02-29 00:00:00+00:00,2.7385623
2020-03-31 00:00:00+00:00,0.8775549
2020-04-30 00:00:00+00:00,0.051181715
2020-05-31 00:00:00+00:00,0.02673857
2020-06-30 00:00:00+00:00,0.00038931714
2020-07-31 00:00:00+00:00,0.00036047693
2020-08-31 00:00:00+00:00,0.14879262
2020-09-30 00:00:00+00:00,0.10323594
2020-10-31 00:00:00+00:00,0.08484764
2020-11-30 00:00:00+00:00,0.013042294
2020-12-31 00:00:00+00:00,0.88424474
2021-01-31 00:00:00+00:00,1.682172
2021-02-28 00:00:00+00:00,0.6531055
2021-03-31 00:00:00+00:00,0.9569754
2021-04-30 00:00:00+00:00,0.14022206
2021-05-31 00:00:00+00:00,0.4001402
2021-06-30 00:00:00+00:00,0.00033468363
2021-07-31 00:00:00+00:00,0.00032119418
2021-08-31 00:00:00+00:00,0.01705853
2021-09-30 00:00:00+00:00,0.16767429
2021-10-31 00:00:00+00:00,0.21186042
2021-11-30 00:00:00+00:00,0.32825717
2021-12-31 00:00:00+00:00,0.03199279
2022-01-31 00:00:00+00:00,0.0012522744
2022-02-28 00:00:00+00:00,1.1686337
2022-03-31 00:00:00+00:00,0.55935794
2022-04-30 00:00:00+00:00,0.49266782
2022-05-31 00:00:00+00:00,0.15115613
2022-06-30 00:00:00+00:00,0.0008404966
2022-07-31 00:00:00+00:00,0.690638
2022-08-31 00:00:00+00:00,0.0059253396
2022-09-30 00:00:00+00:00,0.026418868
2022-10-31 00:00:00+00:00,0.0019982085
2022-11-30 00:00:00+00:00,0.017714437
2022-12-31 00:00:00+00:00,1.2796485
2023-01-31 00:00:00+00:00,0.6287527
2023-02-28 00:00:00+00:00,0.21449396
2023-03-31 00:00:00+00:00,0.12671077
2023-04-30 00:00:00+00:00,0.003487133
2023-05-31 00:00:00+00:00,0.036992323
2023-06-30 00:00:00+00:00,0.069047704
2023-07-31 00:00:00+00:00,0.1050565
2023-08-31 00:00:00+00:00,0.9005979
2023-09-30 00:00:00+00:00,0.15630499
2023-10-31 00:00:00+00:00,0.00732272
2023-11-30 00:00:00+00:00,0.0020473972
2023-12-31 00:00:00+00:00,0.32800606
2024-01-31 00:00:00+00:00,0.6658769
2024-02-29 00:00:00+00:00,0.28264958
2024-03-31 00:00:00+00:00,0.23312622
2024-04-30 00:00:00+00:00,0.03415004
2024-05-31 00:00:00+00:00,0.023383306
2024-06-30 00:00:00+00:00,0.0196214
2024-07-31 00:00:00+00:00,0.08422856
2024-08-31 00:00:00+00:00,0.040146966
2024-09-30 00:00:00+00:00,0.0011656764
2024-10-31 00:00:00+00:00,0.006612931
2024-11-30 00:00:00+00:00,0.05223852
2024-12-31 00:00:00+00:00,0.06463847
2025-01-31 00:00:00+00:00,2.709922
2025-02-28 00:00:00+00:00,1.7421976
2025-03-31 00:00:00+00:00,1.1316311
2025-04-30 00:00:00+00:00,0.17787461
2025-05-31 00:00:00+00:00,0.24369025
2025-06-30 00:00:00+00:00,0.046401225
2025-07-31 00:00:00+00:00,0.19802083
2025-08-31 00:00:00+00:00,0.047606636
2025-09-30 00:00:00+00:00,0.041075096
2025-10-31 00:00:00+00:00,0.07926166
2025-11-30 00:00:00+00:00,0.38590124
2025-12-31 00:00:00+00:00,0.86091995
2026-01-31 00:00:00+00:00,1.0210885
2026-02-28 00:00:00+00:00,0.7031108
2026-03-31 00:00:00+00:00,0.49091625
2026-04-30 00:00:00+00:00,0.80685157
2026-05-31 00:00:00+00:00,0.0070915446
2026-06-30 00:00:00+00:00,0.017185444
2026-07-31 00:00:00+00:00,0.3083805
2026-08-31 00:00:00+00:00,0.3675524
2026-09-30 00:00:00+00:00,0.0010617037
2026-10-31 00:00:00+00:00,0.061472137
2026-11-30 00:00:00+00:00,1.7070678
2026-12-31 00:00:00+00:00,1.5325345
2027-01-31 00:00:00+00:00,0.36008653
2027-02-28 00:00:00+00:00,2.4485836
2027-03-31 00:00:00+00:00,0.67186034
2027-04-30 00:00:00+00:00,0.16009253
2027-05-31 00:00:00+00:00,0.2108801
2027-06-30 00:00:00+00:00,0.10355529
2027-07-31 00:00:00+00:00,0.040934928
2027-08-31 00:00:00+00:00,0.41382986
2027-09-30 00:00:00+00:00,0.024297994
2027-10-31 00:00:00+00:00,0.16126013
2027-11-30 00:00:00+00:00,0.024427427
2027-12-31 00:00:00+00:00,0.8649925
2028-01-31 00:00:00+00:00,1.0319023
2028-02-29 00:00:00+00:00,0.037948366
2028-03-31 00:00:00+00:00,1.2737244
2028-04-30 00:00:00+00:00,0.4061184
2028-05-31 00:00:00+00:00,0.0018048922
2028-06-30 00:00:00+00:00,0.014641237
2028-07-31 00:00:00+00:00,0.09279277
2028-08-31 00:00:00+00:00,0.25478327
2028-09-30 00:00:00+00:00,0.37614495
2028-10-31 00:00:00+00:00,0.03752302
2028-11-30 00:00:00+00:00,0.4320245
2028-12-31 00:00:00+00:00,0.071778215
2029-01-31 00:00:00+00:00,0.021964854
2029-02-28 00:00:00+00:00,0.039529726
2029-03-31 00:00:00+00:00,0.48758274
2029-04-30 00:00:00+00:00,0.040722862
2029-05-31 00:00:00+00:00,0.11290811
2029-06-30 00:00:00+00:00,0.0117944125
2029-07-31 00:00:00+00:00,0.18233086
2029-08-31 00:00:00+00:00,0.24026944
2029-09-30 00:00:00+00:00,0.11852727
2029-10-31 00:00:00+00:00,0.4175005
2029-11-30 00:00:00+00:00,0.55638134
2029-12-31 00:00:00+00:00,0.4886938
2030-01-31 00:00:00+00:00,0.14407736
2030-02-28 00:00:00+00:00,0.042168815
2030-03-31 00:00:00+00:00,0.28043142
2030-04-30 00:00:00+00:00,0.13214086
2030-05-31 00:00:00+00:00,0.3217211
2030-06-30 00:00:00+00:00,0.009543872
2030-07-31 00:00:00+00:00,0.09249584
2030-08-31 00:00:00+00:00,0.27106193
2030-09-30 00:00:00+00:00,0.07404041
2030-10-31 00:00:00+00:00,0.08212995
2030-11-30 00:00:00+00:00,0.0031417657
2030-12-31 00:00:00+00:00,0.03793669
2031-01-31 00:00:00+00:00,0.06420515
2031-02-28 00:00:00+00:00,0.5977527
2031-03-31 00:00:00+00:00,0.1738041
2031-04-30 00:00:00+00:00,0.19563518
2031-05-31 00:00:00+00:00,0.0171601
2031-06-30 00:00:00+00:00,1.0148042e-05
2031-07-31 00:00:00+00:00,0.2879997
2031-08-31 00:00:00+00:00,0.005275441
2031-09-30 00:00:00+00:00,0.10903294
2031-10-31 00:00:00+00:00,0.007882476
2031-11-30 00:00:00+00:00,1.2166455
2031-12-31 00:00:00+00:00,1.7094858
2032-01-31 00:00:00+00:00,0.5338268
2032-02-29 00:00:00+00:00,2.8177705
2032-03-31 00:00:00+00:00,0.41528785
2032-04-30 00:00:00+00:00,0.08825035
2032-05-31 00:00:00+00:00,0.114539616
2032-06-30 00:00:00+00:00,0.018672388
2032-07-31 00:00:00+00:00,0.040886402
2032-08-31 00:00:00+00:00,0.16860673
2032-09-30 00:00:00+00:00,0.018018492
2032-10-31 00:00:00+00:00,0.038839173
2032-11-30 00:00:00+00:00,0.9649782
2032-12-31 00:00:00+00:00,1.4031137
2033-01-31 00:00:00+00:00,1.9331263
2033-02-28 00:00:00+00:00,0.29665473
2033-03-31 00:00:00+00:00,1.9750419
2033-04-30 00:00:00+00:00,1.6158265
2033-05-31 00:00:00+00:00,0.74854326
2033-06-30 00:00:00+00:00,0.021568824
2033-07-31 00:00:00+00:00,0.0092603285
2033-08-31 00:00:00+00:00,0.26272067
2033-09-30 00:00:00+00:00,0.9224642
2033-10-31 00:00:00+00:00,0.0014723208
2033-11-30 00:00:00+00:00,0.05636265
2033-12-31 00:00:00+00:00,0.039406434
2034-01-31 00:00:00+00:00,0.99630755
2034-02-28 00:00:00+00:00,0.06703421
2034-03-31 00:00:00+00:00,0.32184815
2034-04-30 00:00:00+00:00,0.012092377
2034-05-31 00:00:00+00:00,0.016499639
2034-06-30 00:00:00+00:00,0.007758369
2034-07-31 00:00:00+00:00,0.35714996
2034-08-31 00:00:00+00:00,0.36554557
2034-09-30 00:00:00+00:00,0.070100695
2034-10-31 00:00:00+00:00,0.003477174
2034-11-30 00:00:00+00:00,0.7355513
2034-12-31 00:00:00+00:00,0.084911786
2035-01-31 00:00:00+00:00,0.051972874
2035-02-28 00:00:00+00:00,0.022821147
2035-03-31 00:00:00+00:00,0.06612644
2035-04-30 00:00:00+00:00,0.21882717
2035-05-31 00:00:00+00:00,0.056806788
2035-06-30 00:00:00+00:00,0.059170227
2035-07-31 00:00:00+00:00,0.08507537
2035-08-31 00:00:00+00:00,0.22785378
2035-09-30 00:00:00+00:00,1.0485913
2035-10-31 00:00:00+00:00,0.13168064
2035-11-30 00:00:00+00:00,0.16072659
2035-12-31 00:00:00+00:00,0.87488824
2036-01-31 00:00:00+00:00,1.437121
2036-02-29 00:00:00+00:00,0.57004666
2036-03-31 00:00:00+00:00,0.03837616
2036-04-30 00:00:00+00:00,0.12591724
2036-05-31 00:00:00+00:00,0.015646275
2036-06-30 00:00:00+00:00,0.055532705
2036-07-31 00:00:00+00:00,0.28584608
2036-08-31 00:00:00+00:00,1.1295533
2036-09-30 00:00:00+00:00,0.2186139
2036-10-31 00:00:00+00:00,0.17033373
2036-11-30 00:00:00+00:00,0.48836735
2036-12-31 00:00:00+00:00,0.96824527
2037-01-31 00:00:00+00:00,0.35190833
2037-02-28 00:00:00+00:00,0.65681434
2037-03-31 00:00:00+00:00,0.6546408
2037-04-30 00:00:00+00:00,1.0818769
2037-05-31 00:00:00+00:00,0.08216711
2037-06-30 00:00:00+00:00,0.08817698
2037-07-31 00:00:00+00:00,0.325723
2037-08-31 00:00:00+00:00,0.8272819
2037-09-30 00:00:00+00:00,0.019583166
2037-10-31 00:00:00+00:00,0.32887906
2037-11-30 00:00:00+00:00,0.40925187
2037-12-31 00:00:00+00:00,0.014128592
2038-01-31 00:00:00+00:00,3.6027286
2038-02-28 00:00:00+00:00,4.2701883
2038-03-31 00:00:00+00:00,0.4805294
2038-04-30 00:00:00+00:00,0.20999356
2038-05-31 00:00:00+00:00,0.08762084
2038-06-30 00:00:00+00:00,0.00015736994
2038-07-31 00:00:00+00:00,0.31145322
2038-08-31 00:00:00+00:00,0.6269474
2038-09-30 00:00:00+00:00,0.13852495
2038-10-31 00:00:00+00:00,0.30406556
2038-11-30 00:00:00+00:00,0.024421604
2038-12-31 00:00:00+00:00,0.053547736
2039-01-31 00:00:00+00:00,1.5307953
2039-02-28 00:00:00+00:00,0.120919
2039-03-31 00:00:00+00:00,0.7227297
2039-04-30 00:00:00+00:00,0.012023923
2039-05-31 00:00:00+00:00,0.0020159022
2039-06-30 00:00:00+00:00,0.0013795367
2039-07-31 00:00:00+00:00,0.058281146
2039-08-31 00:00:00+00:00,0.32722226
2039-09-30 00:00:00+00:00,1.4152919
2039-10-31 00:00:00+00:00,0.014651992
2039-11-30 00:00:00+00:00,0.43317896
2039-12-31 00:00:00+00:00,0.0056519452
2040-01-31 00:00:00+00:00,0.36946836
2040-02-29 00:00:00+00:00,0.29313985
2040-03-31 00:00:00+00:00,0.41537717
2040-04-30 00:00:00+00:00,0.08875604
2040-05-31 00:00:00+00:00,0.010358334
2040-06-30 00:00:00+00:00,0.012518271
2040-07-31 00:00:00+00:00,0.39062586
2040-08-31 00:00:00+00:00,0.21158725
2040-09-30 00:00:00+00:00,0.38975152
2040-10-31 00:00:00+00:00,0.0063187447
2040-11-30 00:00:00+00:00,0.0042950623
2040-12-31 00:00:00+00:00,0.39107892
2041-01-31 00:00:00+00:00,0.018305428
2041-02-28 00:00:00+00:00,0.32115003
2041-03-31 00:00:00+00:00,0.216576
2041-04-30 00:00:00+00:00,0.013050398
2041-05-31 00:00:00+00:00,1.5597332e-05
2041-06-30 00:00:00+00:00,0.00018744032
2041-07-31 00:00:00+00:00,0.011365999
2041-08-31 00:00:00+00:00,0.14651713
2041-09-30 00:00:00+00:00,0.40400368
2041-10-31 00:00:00+00:00,0.093685575
2041-11-30 00:00:00+00:00,0.8605118
2041-12-31 00:00:00+00:00,0.47099003
2042-01-31 00:00:00+00:00,0.3202335
2042-02-28 00:00:00+00:00,0.9865574
2042-03-31 00:00:00+00:00,1.00486
2042-04-30 00:00:00+00:00,0.3795762
2042-05-31 00:00:00+00:00,0.0027235937
2042-06-30 00:00:00+00:00,0.009648733
2042-07-31 00:00:00+00:00,0.6894278
2042-08-31 00:00:00+00:00,1.4017347
2042-09-30 00:00:00+00:00,0.10467646
2042-10-31 00:00:00+00:00,0.13198905
2042-11-30 00:00:00+00:00,0.33558872
2042-12-31 00:00:00+00:00,2.7321498
2043-01-31 00:00:00+00:00,1.6105778
2043-02-28 00:00:00+00:00,3.086882
2043-03-31 00:00:00+00:00,0.8837765
2043-04-30 00:00:00+00:00,0.12310646
2043-05-31 00:00:00+00:00,0.07495445
2043-06-30 00:00:00+00:00,0.099819325
2043-07-31 00:00:00+00:00,0.8458609
2043-08-31 00:00:00+00:00,0.013426611
2043-09-30 00:00:00+00:00,0.0017669533
2043-10-31 00:00:00+00:00,0.05241606
2043-11-30 00:00:00+00:00,0.2021188
2043-12-31 00:00:00+00:00,0.21108344
2044-01-31 00:00:00+00:00,1.6022743
2044-02-29 00:00:00+00:00,1.4828722
2044-03-31 00:00:00+00:00,0.3108315
2044-04-30 00:00:00+00:00,0.1701884
2044-05-31 00:00:00+00:00,0.10037707
2044-06-30 00:00:00+00:00,0.026754286
2044-07-31 00:00:00+00:00,0.44406426
2044-08-31 00:00:00+00:00,0.6074429
2044-09-30 00:00:00+00:00,0.046875466
2044-10-31 00:00:00+00:00,0.038622152
2044-11-30 00:00:00+00:00,0.34594584
2044-12-31 00:00:00+00:00,0.00054452434
2045-01-31 00:00:00+00:00,0.3175308
2045-02-28 00:00:00+00:00,1.1149222
2045-03-31 00:00:00+00:00,0.14297467
2045-04-30 00:00:00+00:00,0.02835214
2045-05-31 00:00:00+00:00,0.00048654532
2045-06-30 00:00:00+00:00,0.012760268
2045-07-31 00:00:00+00:00,0.44618016
2045-08-31 00:00:00+00:00,0.4857427
2045-09-30 00:00:00+00:00,0.011753225
2045-10-31 00:00:00+00:00,0.106019
2045-11-30 00:00:00+00:00,0.52983284
2045-12-31 00:00:00+00:00,0.0023027996
2046-01-31 00:00:00+00:00,0.011272302
2046-02-28 00:00:00+00:00,0.40876898
2046-03-31 00:00:00+00:00,0.038950566
2046-04-30 00:00:00+00:00,0.85065746
2046-05-31 00:00:00+00:00,0.10250511
2046-06-30 00:00:00+00:00,0.050784912
2046-07-31 00:00:00+00:00,0.2633076
2046-08-31 00:00:00+00:00,0.24739696
2046-09-30 00:00:00+00:00,1.2871542
2046-10-31 00:00:00+00:00,0.25516197
2046-11-30 00:00:00+00:00,0.51161265
2046-12-31 00:00:00+00:00,0.23731083
2047-01-31 00:00:00+00:00,0.35304847
2047-02-28 00:00:00+00:00,0.0496849
2047-03-31 00:00:00+00:00,2.0654104
2047-04-30 00:00:00+00:00,0.07234511
2047-05-31 00:00:00+00:00,0.00012817734
2047-06-30 00:00:00+00:00,0.077703476
2047-07-31 00:00:00+00:00,0.37097466
2047-08-31 00:00:00+00:00,0.8354041
2047-09-30 00:00:00+00:00,0.7759557
2047-10-31 00:00:00+00:00,0.026337853
2047-11-30 00:00:00+00:00,0.7813228
2047-12-31 00:00:00+00:00,2.7965524
2048-01-31 00:00:00+00:00,1.6791124
2048-02-29 00:00:00+00:00,1.6425099
2048-03-31 00:00:00+00:00,3.080018
2048-04-30 00:00:00+00:00,0.0515761
2048-05-31 00:00:00+00:00,0.25457045
2048-06-30 00:00:00+00:00,0.00047098857
2048-07-31 00:00:00+00:00,0.110229686
2048-08-31 00:00:00+00:00,0.010590743
2048-09-30 00:00:00+00:00,0.1055558
2048-10-31 00:00:00+00:00,0.069157794
2048-11-30 00:00:00+00:00,0.007973066
2048-12-31 00:00:00+00:00,0.6509896
2049-01-31 00:00:00+00:00,0.2424235
2049-02-28 00:00:00+00:00,2.1193798
2049-03-31 00:00:00+00:00,0.22959353
2049-04-30 00:00:00+00:00,0.12095479
2049-05-31 00:00:00+00:00,0.010937369
2049-06-30 00:00:00+00:00,7.2230185e-05
2049-07-31 00:00:00+00:00,0.05514084
2049-08-31 00:00:00+00:00,0.14001814
2049-09-30 00:00:00+00:00,0.021817097
2049-10-31 00:00:00+00:00,0.03403498
2049-11-30 00:00:00+00:00,0.021469152
2049-12-31 00:00:00+00:00,0.028853014
2050-01-31 00:00:00+00:00,0.0020057098
2050-02-28 00:00:00+00:00,0.26143044
2050-03-31 00:00:00+00:00,0.23252669
2050-04-30 00:00:00+00:00,0.020841615
2050-05-31 00:00:00+00:00,0.07403442
2050-06-30 00:00:00+00:00,0.00014446037
2050-07-31 00:00:00+00:00,0.18352032
2050-08-31 00:00:00+00:00,0.5529029
2050-09-30 00:00:00+00:00,0.026055995
2050-10-31 00:00:00+00:00,0.104313485
2050-11-30 00:00:00+00:00,0.007462524
2050-12-31 00:00:00+00:00,0.84200335
2051-01-31 00:00:00+00:00,0.83534867
2051-02-28 00:00:00+00:00,0.057834897
2051-03-31 00:00:00+00:00,0.1267167
2051-04-30 00:00:00+00:00,0.042618968
2051-05-31 00:00:00+00:00,0.16377816
2051-06-30 00:00:00+00:00,0.08061294
2051-07-31 00:00:00+00:00,0.6782772
2051-08-31 00:00:00+00:00,0.51806253
2051-09-30 00:00:00+00:00,0.03131387
2051-10-31 00:00:00+00:00,0.0013467837
2051-11-30 00:00:00+00:00,0.00020220327
2051-12-31 00:00:00+00:00,0.12187829
2052-01-31 00:00:00+00:00,0.4208632
2052-02-29 00:00:00+00:00,0.41977236
2052-03-31 00:00:00+00:00,1.0569615
2052-04-30 00:00:00+00:00,0.22365111
2052-05-31 00:00:00+00:00,0.029901477
2052-06-30 00:00:00+00:00,0.022499999
2052-07-31 00:00:00+00:00,0.086751886
2052-08-31 00:00:00+00:00,0.13821691
2052-09-30 00:00:00+00:00,0.057846222
2052-10-31 00:00:00+00:00,0.061627895
2052-11-30 00:00:00+00:00,0.85452557
