time,soilmoist1_month_CNRM-CM5_rcp45
2006-01-31 00:00:00+00:00,7.6282744
2006-02-28 00:00:00+00:00,16.355898
2006-03-31 00:00:00+00:00,8.480928
2006-04-30 00:00:00+00:00,6.755196
2006-05-31 00:00:00+00:00,6.925392
2006-06-30 00:00:00+00:00,5.441053
2006-07-31 00:00:00+00:00,6.3225737
2006-08-31 00:00:00+00:00,11.615775
2006-09-30 00:00:00+00:00,6.64688
2006-10-31 00:00:00+00:00,6.125565
2006-11-30 00:00:00+00:00,11.186906
2006-12-31 00:00:00+00:00,11.470274
2007-01-31 00:00:00+00:00,9.286906
2007-02-28 00:00:00+00:00,15.650532
2007-03-31 00:00:00+00:00,7.7461047
2007-04-30 00:00:00+00:00,6.001203
2007-05-31 00:00:00+00:00,5.3493423
2007-06-30 00:00:00+00:00,5.5929756
2007-07-31 00:00:00+00:00,5.689825
2007-08-31 00:00:00+00:00,5.57761
2007-09-30 00:00:00+00:00,8.342058
2007-10-31 00:00:00+00:00,5.685384
2007-11-30 00:00:00+00:00,15.561718
2007-12-31 00:00:00+00:00,19.667793
2008-01-31 00:00:00+00:00,19.685966
2008-02-29 00:00:00+00:00,18.813295
2008-03-31 00:00:00+00:00,11.554392
2008-04-30 00:00:00+00:00,7.11328
2008-05-31 00:00:00+00:00,6.4420624
2008-06-30 00:00:00+00:00,5.6144805
2008-07-31 00:00:00+00:00,9.178986
2008-08-31 00:00:00+00:00,10.97392
2008-09-30 00:00:00+00:00,7.091765
2008-10-31 00:00:00+00:00,5.3984537
2008-11-30 00:00:00+00:00,5.303055
2008-12-31 00:00:00+00:00,8.72868
2009-01-31 00:00:00+00:00,15.182353
2009-02-28 00:00:00+00:00,13.185868
2009-03-31 00:00:00+00:00,10.676216
2009-04-30 00:00:00+00:00,8.870102
2009-05-31 00:00:00+00:00,5.561352
2009-06-30 00:00:00+00:00,5.323677
2009-07-31 00:00:00+00:00,5.5491395
2009-08-31 00:00:00+00:00,6.0574837
2009-09-30 00:00:00+00:00,7.8789363
2009-10-31 00:00:00+00:00,7.7349415
2009-11-30 00:00:00+00:00,12.168585
2009-12-31 00:00:00+00:00,17.006002
2010-01-31 00:00:00+00:00,16.103325
2010-02-28 00:00:00+00:00,14.096989
2010-03-31 00:00:00+00:00,12.100338
2010-04-30 00:00:00+00:00,7.18558
2010-05-31 00:00:00+00:00,5.5003805
2010-06-30 00:00:00+00:00,5.488492
2010-07-31 00:00:00+00:00,5.8229976
2010-08-31 00:00:00+00:00,5.5946426
2010-09-30 00:00:00+00:00,5.519798
2010-10-31 00:00:00+00:00,6.017709
2010-11-30 00:00:00+00:00,7.803648
2010-12-31 00:00:00+00:00,6.538949
2011-01-31 00:00:00+00:00,19.806034
2011-02-28 00:00:00+00:00,16.789452
2011-03-31 00:00:00+00:00,18.06246
2011-04-30 00:00:00+00:00,8.710123
2011-05-31 00:00:00+00:00,7.201976
2011-06-30 00:00:00+00:00,5.3691072
2011-07-31 00:00:00+00:00,5.367376
2011-08-31 00:00:00+00:00,8.467396
2011-09-30 00:00:00+00:00,5.7433496
2011-10-31 00:00:00+00:00,5.688008
2011-11-30 00:00:00+00:00,6.0525484
2011-12-31 00:00:00+00:00,6.1946507
2012-01-31 00:00:00+00:00,14.2499275
2012-02-29 00:00:00+00:00,14.847539
2012-03-31 00:00:00+00:00,8.010108
2012-04-30 00:00:00+00:00,6.4726686
2012-05-31 00:00:00+00:00,5.3658004
2012-06-30 00:00:00+00:00,5.615811
2012-07-31 00:00:00+00:00,5.603201
2012-08-31 00:00:00+00:00,6.4871216
2012-09-30 00:00:00+00:00,6.709308
2012-10-31 00:00:00+00:00,5.3238935
2012-11-30 00:00:00+00:00,5.3013635
2012-12-31 00:00:00+00:00,6.352139
2013-01-31 00:00:00+00:00,14.602254
2013-02-28 00:00:00+00:00,21.307316
2013-03-31 00:00:00+00:00,10.352407
2013-04-30 00:00:00+00:00,5.8566833
2013-05-31 00:00:00+00:00,5.3907986
2013-06-30 00:00:00+00:00,6.296665
2013-07-31 00:00:00+00:00,6.3578806
2013-08-31 00:00:00+00:00,7.109683
2013-09-30 00:00:00+00:00,8.830405
2013-10-31 00:00:00+00:00,6.306506
2013-11-30 00:00:00+00:00,7.9173355
2013-12-31 00:00:00+00:00,6.6157374
2014-01-31 00:00:00+00:00,18.564425
2014-02-28 00:00:00+00:00,19.973923
2014-03-31 00:00:00+00:00,17.76513
2014-04-30 00:00:00+00:00,9.613781
2014-05-31 00:00:00+00:00,9.164794
2014-06-30 00:00:00+00:00,5.47815
2014-07-31 00:00:00+00:00,5.9183254
2014-08-31 00:00:00+00:00,9.100857
2014-09-30 00:00:00+00:00,10.92969
2014-10-31 00:00:00+00:00,5.632795
2014-11-30 00:00:00+00:00,8.025862
2014-12-31 00:00:00+00:00,12.845233
2015-01-31 00:00:00+00:00,8.984528
2015-02-28 00:00:00+00:00,8.157295
2015-03-31 00:00:00+00:00,10.247349
2015-04-30 00:00:00+00:00,8.377772
2015-05-31 00:00:00+00:00,6.6382823
2015-06-30 00:00:00+00:00,5.7090006
2015-07-31 00:00:00+00:00,5.7068987
2015-08-31 00:00:00+00:00,5.9805694
2015-09-30 00:00:00+00:00,5.558424
2015-10-31 00:00:00+00:00,5.433132
2015-11-30 00:00:00+00:00,5.6347885
2015-12-31 00:00:00+00:00,6.0232487
2016-01-31 00:00:00+00:00,14.856415
2016-02-29 00:00:00+00:00,12.258929
2016-03-31 00:00:00+00:00,13.310637
2016-04-30 00:00:00+00:00,6.5340257
2016-05-31 00:00:00+00:00,5.402302
2016-06-30 00:00:00+00:00,5.550153
2016-07-31 00:00:00+00:00,6.635605
2016-08-31 00:00:00+00:00,6.561715
2016-09-30 00:00:00+00:00,12.219455
2016-10-31 00:00:00+00:00,10.513705
2016-11-30 00:00:00+00:00,8.726541
2016-12-31 00:00:00+00:00,12.116913
2017-01-31 00:00:00+00:00,10.068135
2017-02-28 00:00:00+00:00,18.374296
2017-03-31 00:00:00+00:00,12.901879
2017-04-30 00:00:00+00:00,6.8404956
2017-05-31 00:00:00+00:00,7.2680855
2017-06-30 00:00:00+00:00,5.46906
2017-07-31 00:00:00+00:00,8.178875
2017-08-31 00:00:00+00:00,7.098507
2017-09-30 00:00:00+00:00,5.3372765
2017-10-31 00:00:00+00:00,5.488304
2017-11-30 00:00:00+00:00,7.1186833
2017-12-31 00:00:00+00:00,14.488916
2018-01-31 00:00:00+00:00,18.420048
2018-02-28 00:00:00+00:00,17.90369
2018-03-31 00:00:00+00:00,16.600174
2018-04-30 00:00:00+00:00,11.34605
2018-05-31 00:00:00+00:00,6.1931195
2018-06-30 00:00:00+00:00,5.491925
2018-07-31 00:00:00+00:00,6.2493935
2018-08-31 00:00:00+00:00,6.5447483
2018-09-30 00:00:00+00:00,5.4520917
2018-10-31 00:00:00+00:00,5.407031
2018-11-30 00:00:00+00:00,11.811756
2018-12-31 00:00:00+00:00,10.830904
2019-01-31 00:00:00+00:00,10.653818
2019-02-28 00:00:00+00:00,9.3243885
2019-03-31 00:00:00+00:00,7.396865
2019-04-30 00:00:00+00:00,8.049394
2019-05-31 00:00:00+00:00,5.7195816
2019-06-30 00:00:00+00:00,5.3156404
2019-07-31 00:00:00+00:00,5.393081
2019-08-31 00:00:00+00:00,7.5753827
2019-09-30 00:00:00+00:00,5.468859
2019-10-31 00:00:00+00:00,5.5042424
2019-11-30 00:00:00+00:00,5.5014734
2019-12-31 00:00:00+00:00,6.805925
2020-01-31 00:00:00+00:00,15.948908
2020-02-29 00:00:00+00:00,17.275307
2020-03-31 00:00:00+00:00,14.789692
2020-04-30 00:00:00+00:00,8.899066
2020-05-31 00:00:00+00:00,6.476062
2020-06-30 00:00:00+00:00,5.400076
2020-07-31 00:00:00+00:00,5.9783993
2020-08-31 00:00:00+00:00,6.015303
2020-09-30 00:00:00+00:00,5.5861506
2020-10-31 00:00:00+00:00,5.370574
2020-11-30 00:00:00+00:00,5.397893
2020-12-31 00:00:00+00:00,6.6392355
2021-01-31 00:00:00+00:00,11.796159
2021-02-28 00:00:00+00:00,15.979615
2021-03-31 00:00:00+00:00,14.945956
2021-04-30 00:00:00+00:00,7.8680124
2021-05-31 00:00:00+00:00,5.503249
2021-06-30 00:00:00+00:00,5.312747
2021-07-31 00:00:00+00:00,6.2805266
2021-08-31 00:00:00+00:00,6.094104
2021-09-30 00:00:00+00:00,5.937503
2021-10-31 00:00:00+00:00,5.4340463
2021-11-30 00:00:00+00:00,5.3183575
2021-12-31 00:00:00+00:00,6.0392375
2022-01-31 00:00:00+00:00,14.178003
2022-02-28 00:00:00+00:00,10.83785
2022-03-31 00:00:00+00:00,12.431023
2022-04-30 00:00:00+00:00,6.139127
2022-05-31 00:00:00+00:00,5.643088
2022-06-30 00:00:00+00:00,5.324451
2022-07-31 00:00:00+00:00,8.499694
2022-08-31 00:00:00+00:00,6.532956
2022-09-30 00:00:00+00:00,6.342718
2022-10-31 00:00:00+00:00,6.6226354
2022-11-30 00:00:00+00:00,9.364096
2022-12-31 00:00:00+00:00,12.3151455
2023-01-31 00:00:00+00:00,11.5824375
2023-02-28 00:00:00+00:00,13.396074
2023-03-31 00:00:00+00:00,15.089883
2023-04-30 00:00:00+00:00,7.742432
2023-05-31 00:00:00+00:00,5.903722
2023-06-30 00:00:00+00:00,5.3865514
2023-07-31 00:00:00+00:00,6.772928
2023-08-31 00:00:00+00:00,7.130585
2023-09-30 00:00:00+00:00,7.870832
2023-10-31 00:00:00+00:00,5.42661
2023-11-30 00:00:00+00:00,9.210273
2023-12-31 00:00:00+00:00,18.039103
2024-01-31 00:00:00+00:00,18.583426
2024-02-29 00:00:00+00:00,18.771175
2024-03-31 00:00:00+00:00,15.763912
2024-04-30 00:00:00+00:00,9.717855
2024-05-31 00:00:00+00:00,5.8516407
2024-06-30 00:00:00+00:00,5.57478
2024-07-31 00:00:00+00:00,5.5206766
2024-08-31 00:00:00+00:00,5.398977
2024-09-30 00:00:00+00:00,5.361957
2024-10-31 00:00:00+00:00,5.376602
2024-11-30 00:00:00+00:00,7.9496007
2024-12-31 00:00:00+00:00,10.458345
2025-01-31 00:00:00+00:00,10.572088
2025-02-28 00:00:00+00:00,21.616426
2025-03-31 00:00:00+00:00,13.503283
2025-04-30 00:00:00+00:00,6.9822497
2025-05-31 00:00:00+00:00,6.8661685
2025-06-30 00:00:00+00:00,5.372966
2025-07-31 00:00:00+00:00,5.691388
2025-08-31 00:00:00+00:00,6.2840075
2025-09-30 00:00:00+00:00,5.60584
2025-10-31 00:00:00+00:00,5.312465
2025-11-30 00:00:00+00:00,9.54942
2025-12-31 00:00:00+00:00,10.359731
2026-01-31 00:00:00+00:00,10.927074
2026-02-28 00:00:00+00:00,13.864731
2026-03-31 00:00:00+00:00,11.88043
2026-04-30 00:00:00+00:00,7.066424
2026-05-31 00:00:00+00:00,5.7469106
2026-06-30 00:00:00+00:00,5.5185943
2026-07-31 00:00:00+00:00,5.343185
2026-08-31 00:00:00+00:00,5.737034
2026-09-30 00:00:00+00:00,5.6520467
2026-10-31 00:00:00+00:00,5.603264
2026-11-30 00:00:00+00:00,8.84002
2026-12-31 00:00:00+00:00,15.810628
2027-01-31 00:00:00+00:00,16.765049
2027-02-28 00:00:00+00:00,18.59975
2027-03-31 00:00:00+00:00,13.371007
2027-04-30 00:00:00+00:00,12.023976
2027-05-31 00:00:00+00:00,7.635348
2027-06-30 00:00:00+00:00,5.348451
2027-07-31 00:00:00+00:00,5.3047442
2027-08-31 00:00:00+00:00,5.711025
2027-09-30 00:00:00+00:00,5.4541903
2027-10-31 00:00:00+00:00,5.445675
2027-11-30 00:00:00+00:00,7.120178
2027-12-31 00:00:00+00:00,13.916651
2028-01-31 00:00:00+00:00,14.038562
2028-02-29 00:00:00+00:00,16.074427
2028-03-31 00:00:00+00:00,10.196307
2028-04-30 00:00:00+00:00,6.021606
2028-05-31 00:00:00+00:00,5.6590357
2028-06-30 00:00:00+00:00,5.311124
2028-07-31 00:00:00+00:00,6.128794
2028-08-31 00:00:00+00:00,7.8332534
2028-09-30 00:00:00+00:00,5.9451566
2028-10-31 00:00:00+00:00,5.8787785
2028-11-30 00:00:00+00:00,6.0074654
2028-12-31 00:00:00+00:00,5.665466
2029-01-31 00:00:00+00:00,6.9265604
2029-02-28 00:00:00+00:00,14.380627
2029-03-31 00:00:00+00:00,8.799507
2029-04-30 00:00:00+00:00,5.70625
2029-05-31 00:00:00+00:00,5.387266
2029-06-30 00:00:00+00:00,5.6817346
2029-07-31 00:00:00+00:00,5.526563
2029-08-31 00:00:00+00:00,7.151826
2029-09-30 00:00:00+00:00,6.2806077
2029-10-31 00:00:00+00:00,5.5795894
2029-11-30 00:00:00+00:00,6.1126404
2029-12-31 00:00:00+00:00,8.4270935
2030-01-31 00:00:00+00:00,13.197134
2030-02-28 00:00:00+00:00,12.1801605
2030-03-31 00:00:00+00:00,11.212603
2030-04-30 00:00:00+00:00,8.751094
2030-05-31 00:00:00+00:00,6.2452474
2030-06-30 00:00:00+00:00,5.3378024
2030-07-31 00:00:00+00:00,6.349181
2030-08-31 00:00:00+00:00,11.658054
2030-09-30 00:00:00+00:00,9.3293
2030-10-31 00:00:00+00:00,8.812698
2030-11-30 00:00:00+00:00,9.92753
2030-12-31 00:00:00+00:00,10.631784
2031-01-31 00:00:00+00:00,15.028553
2031-02-28 00:00:00+00:00,13.841267
2031-03-31 00:00:00+00:00,13.027739
2031-04-30 00:00:00+00:00,10.150366
2031-05-31 00:00:00+00:00,6.0286303
2031-06-30 00:00:00+00:00,6.422937
2031-07-31 00:00:00+00:00,5.76194
2031-08-31 00:00:00+00:00,6.6890535
2031-09-30 00:00:00+00:00,5.890252
2031-10-31 00:00:00+00:00,7.272089
2031-11-30 00:00:00+00:00,11.034755
2031-12-31 00:00:00+00:00,11.264457
2032-01-31 00:00:00+00:00,13.58101
2032-02-29 00:00:00+00:00,17.444887
2032-03-31 00:00:00+00:00,15.922611
2032-04-30 00:00:00+00:00,14.440741
2032-05-31 00:00:00+00:00,6.0776844
2032-06-30 00:00:00+00:00,5.3917093
2032-07-31 00:00:00+00:00,5.4048867
2032-08-31 00:00:00+00:00,7.0650353
2032-09-30 00:00:00+00:00,9.051759
2032-10-31 00:00:00+00:00,5.795004
2032-11-30 00:00:00+00:00,8.338356
2032-12-31 00:00:00+00:00,15.196807
2033-01-31 00:00:00+00:00,10.124458
2033-02-28 00:00:00+00:00,13.017233
2033-03-31 00:00:00+00:00,10.505105
2033-04-30 00:00:00+00:00,7.6053514
2033-05-31 00:00:00+00:00,5.8686175
2033-06-30 00:00:00+00:00,5.965355
2033-07-31 00:00:00+00:00,6.5103545
2033-08-31 00:00:00+00:00,5.928548
2033-09-30 00:00:00+00:00,5.6562095
2033-10-31 00:00:00+00:00,5.359944
2033-11-30 00:00:00+00:00,9.951812
2033-12-31 00:00:00+00:00,10.161434
2034-01-31 00:00:00+00:00,14.931709
2034-02-28 00:00:00+00:00,17.26842
2034-03-31 00:00:00+00:00,10.152138
2034-04-30 00:00:00+00:00,9.663331
2034-05-31 00:00:00+00:00,5.633761
2034-06-30 00:00:00+00:00,5.696881
2034-07-31 00:00:00+00:00,6.3672476
2034-08-31 00:00:00+00:00,11.949887
2034-09-30 00:00:00+00:00,15.081279
2034-10-31 00:00:00+00:00,6.2609763
2034-11-30 00:00:00+00:00,9.17565
2034-12-31 00:00:00+00:00,13.733536
2035-01-31 00:00:00+00:00,20.244568
2035-02-28 00:00:00+00:00,19.07824
2035-03-31 00:00:00+00:00,12.4272585
2035-04-30 00:00:00+00:00,6.376862
2035-05-31 00:00:00+00:00,5.775945
2035-06-30 00:00:00+00:00,5.337378
2035-07-31 00:00:00+00:00,5.594487
2035-08-31 00:00:00+00:00,6.6980295
2035-09-30 00:00:00+00:00,7.0567007
2035-10-31 00:00:00+00:00,5.973766
2035-11-30 00:00:00+00:00,7.9690914
2035-12-31 00:00:00+00:00,11.917306
2036-01-31 00:00:00+00:00,17.187796
2036-02-29 00:00:00+00:00,18.669676
2036-03-31 00:00:00+00:00,15.780556
2036-04-30 00:00:00+00:00,7.1011357
2036-05-31 00:00:00+00:00,5.6971493
2036-06-30 00:00:00+00:00,5.3343062
2036-07-31 00:00:00+00:00,8.225288
2036-08-31 00:00:00+00:00,8.55219
2036-09-30 00:00:00+00:00,5.7661443
2036-10-31 00:00:00+00:00,6.0346994
2036-11-30 00:00:00+00:00,8.085671
2036-12-31 00:00:00+00:00,12.626887
2037-01-31 00:00:00+00:00,16.711859
2037-02-28 00:00:00+00:00,19.259212
2037-03-31 00:00:00+00:00,15.559474
2037-04-30 00:00:00+00:00,7.892099
2037-05-31 00:00:00+00:00,6.2767134
2037-06-30 00:00:00+00:00,5.342739
2037-07-31 00:00:00+00:00,5.3936915
2037-08-31 00:00:00+00:00,7.0073843
2037-09-30 00:00:00+00:00,6.0358067
2037-10-31 00:00:00+00:00,5.31296
2037-11-30 00:00:00+00:00,6.6363416
2037-12-31 00:00:00+00:00,13.155229
2038-01-31 00:00:00+00:00,14.58384
2038-02-28 00:00:00+00:00,16.473333
2038-03-31 00:00:00+00:00,10.695531
2038-04-30 00:00:00+00:00,7.872937
2038-05-31 00:00:00+00:00,6.2725058
2038-06-30 00:00:00+00:00,5.4467335
2038-07-31 00:00:00+00:00,5.87964
2038-08-31 00:00:00+00:00,10.163585
2038-09-30 00:00:00+00:00,7.448434
2038-10-31 00:00:00+00:00,6.7533016
2038-11-30 00:00:00+00:00,10.163686
2038-12-31 00:00:00+00:00,10.515549
2039-01-31 00:00:00+00:00,14.309178
2039-02-28 00:00:00+00:00,17.171059
2039-03-31 00:00:00+00:00,13.788832
2039-04-30 00:00:00+00:00,7.707651
2039-05-31 00:00:00+00:00,5.5775943
2039-06-30 00:00:00+00:00,5.354252
2039-07-31 00:00:00+00:00,6.633148
2039-08-31 00:00:00+00:00,8.578388
2039-09-30 00:00:00+00:00,9.461238
2039-10-31 00:00:00+00:00,6.0836473
2039-11-30 00:00:00+00:00,8.539754
2039-12-31 00:00:00+00:00,8.088474
2040-01-31 00:00:00+00:00,7.785075
2040-02-29 00:00:00+00:00,11.949152
2040-03-31 00:00:00+00:00,8.932071
2040-04-30 00:00:00+00:00,5.7935634
2040-05-31 00:00:00+00:00,6.464624
2040-06-30 00:00:00+00:00,5.726835
2040-07-31 00:00:00+00:00,5.5530605
2040-08-31 00:00:00+00:00,8.146704
2040-09-30 00:00:00+00:00,10.212525
2040-10-31 00:00:00+00:00,5.5493727
2040-11-30 00:00:00+00:00,7.881857
2040-12-31 00:00:00+00:00,13.144556
2041-01-31 00:00:00+00:00,17.723404
2041-02-28 00:00:00+00:00,15.144537
2041-03-31 00:00:00+00:00,15.533838
2041-04-30 00:00:00+00:00,6.991368
2041-05-31 00:00:00+00:00,6.2357306
2041-06-30 00:00:00+00:00,5.3877354
2041-07-31 00:00:00+00:00,5.6673355
2041-08-31 00:00:00+00:00,5.9140325
2041-09-30 00:00:00+00:00,6.6151013
2041-10-31 00:00:00+00:00,5.6602893
2041-11-30 00:00:00+00:00,6.9385915
2041-12-31 00:00:00+00:00,6.950997
2042-01-31 00:00:00+00:00,9.000799
2042-02-28 00:00:00+00:00,12.098854
2042-03-31 00:00:00+00:00,11.654343
2042-04-30 00:00:00+00:00,5.915159
2042-05-31 00:00:00+00:00,6.1686726
2042-06-30 00:00:00+00:00,5.3801484
2042-07-31 00:00:00+00:00,6.017668
2042-08-31 00:00:00+00:00,9.278216
2042-09-30 00:00:00+00:00,5.872872
2042-10-31 00:00:00+00:00,6.0981965
2042-11-30 00:00:00+00:00,7.2070436
2042-12-31 00:00:00+00:00,13.024489
2043-01-31 00:00:00+00:00,18.05697
2043-02-28 00:00:00+00:00,12.224427
2043-03-31 00:00:00+00:00,11.200467
2043-04-30 00:00:00+00:00,8.962513
2043-05-31 00:00:00+00:00,5.5001626
2043-06-30 00:00:00+00:00,5.602702
2043-07-31 00:00:00+00:00,5.3849106
2043-08-31 00:00:00+00:00,7.340703
2043-09-30 00:00:00+00:00,9.798903
2043-10-31 00:00:00+00:00,8.521521
2043-11-30 00:00:00+00:00,9.539453
2043-12-31 00:00:00+00:00,9.448778
2044-01-31 00:00:00+00:00,16.00885
2044-02-29 00:00:00+00:00,20.925287
2044-03-31 00:00:00+00:00,16.031767
2044-04-30 00:00:00+00:00,12.512719
2044-05-31 00:00:00+00:00,6.6723404
2044-06-30 00:00:00+00:00,5.5083117
2044-07-31 00:00:00+00:00,5.3632207
2044-08-31 00:00:00+00:00,6.127885
2044-09-30 00:00:00+00:00,5.609645
2044-10-31 00:00:00+00:00,5.317814
2044-11-30 00:00:00+00:00,8.857006
2044-12-31 00:00:00+00:00,15.344217
2045-01-31 00:00:00+00:00,21.742912
2045-02-28 00:00:00+00:00,15.0055895
2045-03-31 00:00:00+00:00,10.408653
2045-04-30 00:00:00+00:00,6.625758
2045-05-31 00:00:00+00:00,6.2239
2045-06-30 00:00:00+00:00,5.34845
2045-07-31 00:00:00+00:00,5.4317074
2045-08-31 00:00:00+00:00,6.4776216
2045-09-30 00:00:00+00:00,5.8346334
2045-10-31 00:00:00+00:00,8.467846
2045-11-30 00:00:00+00:00,7.8825426
2045-12-31 00:00:00+00:00,11.068285
2046-01-31 00:00:00+00:00,12.409759
2046-02-28 00:00:00+00:00,11.163984
2046-03-31 00:00:00+00:00,11.495522
2046-04-30 00:00:00+00:00,5.890619
2046-05-31 00:00:00+00:00,5.721666
2046-06-30 00:00:00+00:00,5.373167
2046-07-31 00:00:00+00:00,5.4194937
2046-08-31 00:00:00+00:00,5.5541134
2046-09-30 00:00:00+00:00,6.325411
2046-10-31 00:00:00+00:00,5.3721313
2046-11-30 00:00:00+00:00,6.0705433
2046-12-31 00:00:00+00:00,7.869764
2047-01-31 00:00:00+00:00,14.825459
2047-02-28 00:00:00+00:00,18.92107
2047-03-31 00:00:00+00:00,11.452311
2047-04-30 00:00:00+00:00,6.79154
2047-05-31 00:00:00+00:00,5.7121997
2047-06-30 00:00:00+00:00,5.3189673
2047-07-31 00:00:00+00:00,10.906301
2047-08-31 00:00:00+00:00,7.3947735
2047-09-30 00:00:00+00:00,5.4094977
2047-10-31 00:00:00+00:00,5.330141
2047-11-30 00:00:00+00:00,5.592987
2047-12-31 00:00:00+00:00,9.476736
2048-01-31 00:00:00+00:00,9.707083
2048-02-29 00:00:00+00:00,10.323787
2048-03-31 00:00:00+00:00,11.94344
2048-04-30 00:00:00+00:00,6.7719502
2048-05-31 00:00:00+00:00,7.049869
2048-06-30 00:00:00+00:00,5.310861
2048-07-31 00:00:00+00:00,6.4581847
2048-08-31 00:00:00+00:00,11.839236
2048-09-30 00:00:00+00:00,9.701772
2048-10-31 00:00:00+00:00,8.751642
2048-11-30 00:00:00+00:00,6.2548285
2048-12-31 00:00:00+00:00,16.770275
2049-01-31 00:00:00+00:00,13.631856
2049-02-28 00:00:00+00:00,18.265337
2049-03-31 00:00:00+00:00,14.730625
2049-04-30 00:00:00+00:00,8.210171
2049-05-31 00:00:00+00:00,5.8736253
2049-06-30 00:00:00+00:00,5.439312
2049-07-31 00:00:00+00:00,9.684534
2049-08-31 00:00:00+00:00,7.8552504
2049-09-30 00:00:00+00:00,7.930941
2049-10-31 00:00:00+00:00,5.6187987
2049-11-30 00:00:00+00:00,5.4751053
2049-12-31 00:00:00+00:00,7.434635
2050-01-31 00:00:00+00:00,13.974448
2050-02-28 00:00:00+00:00,20.251143
2050-03-31 00:00:00+00:00,12.414916
2050-04-30 00:00:00+00:00,6.009454
2050-05-31 00:00:00+00:00,5.66722
2050-06-30 00:00:00+00:00,5.4633794
2050-07-31 00:00:00+00:00,5.4324512
2050-08-31 00:00:00+00:00,5.5434775
2050-09-30 00:00:00+00:00,5.4901953
2050-10-31 00:00:00+00:00,6.81305
2050-11-30 00:00:00+00:00,11.391788
2050-12-31 00:00:00+00:00,17.571367
2051-01-31 00:00:00+00:00,17.307953
2051-02-28 00:00:00+00:00,14.197753
2051-03-31 00:00:00+00:00,15.86876
2051-04-30 00:00:00+00:00,7.013931
2051-05-31 00:00:00+00:00,6.0887337
2051-06-30 00:00:00+00:00,5.39496
2051-07-31 00:00:00+00:00,5.317086
2051-08-31 00:00:00+00:00,7.638675
2051-09-30 00:00:00+00:00,9.531306
2051-10-31 00:00:00+00:00,6.5284643
2051-11-30 00:00:00+00:00,5.9389076
2051-12-31 00:00:00+00:00,10.427807
2052-01-31 00:00:00+00:00,9.931961
2052-02-29 00:00:00+00:00,7.311964
2052-03-31 00:00:00+00:00,11.515206
2052-04-30 00:00:00+00:00,5.923744
2052-05-31 00:00:00+00:00,5.3487763
2052-06-30 00:00:00+00:00,5.327073
2052-07-31 00:00:00+00:00,5.3657107
2052-08-31 00:00:00+00:00,7.2787976
2052-09-30 00:00:00+00:00,11.479067
2052-10-31 00:00:00+00:00,5.9016247
2052-11-30 00:00:00+00:00,5.7654834
